0x600000	    Ayra! Ayra, I`ll be alright! Don`t give in to these guys! Don`t let `em boss you around! Shanan...
0x60080d	 Julia... Please, you must live on...
0x60083c	 
0x600840	 Hmhmhm... Sorry, Mother, but you`ve long outstayed your welcome...
0x60088d	 
0x600891	 Seliph... My lord brother... No matter what happens, I swear I`ll protect you!
0x6008ea	 
0x6008ee	 There`s nothing left to be said... Prepare yourself, Altena!
0x600935	 
0x600939	 Farewell, Sigurd...
0x600957	 
0x60095b	 Oh, milord... Are you sure that man was our enemy?
0x600998	  At the heart of the continent of Jugdral lies Grannvale, a kingdom founded by  Saint Heim of the Twelve Crusaders.   Supporting the royal family, the heirs of Heim, are six noble houses,  each also descended from a Crusader of old.  The six states, while still subservient to the royal family,  each occupy vast swaths of Grannvale`s land and maintain mighty militaries of their own.   Owing to King Azmur`s advanced age, the governance of Grannvale falls to his son,  the highly respected Prince Kurth.  Kurth has two trusted advisors in his rule:  Lord Byron of House Chalphy,  and Lord Ring of House Jungby.  Grannvale`s chancellor, Lord Reptor of Freege,  has long objected to the threat to his influence posed by Kurth and his advisors,  and has allied himself with the avaricious Lord Langbalt of House Dozel to form a faction  opposed to Kurth`s rule over Grannvale.   The young duke of House Velthomer, Lord Arvis, leads the Royal Guard  in the king`s care and so has little time for the circus of politics.  Only Father Claude of House Edda, could foresee the oncoming storm.  Into the midst of this tense situation, comes dire news from Jugdral`s east.  
0x600ee1	 Darna, a town in the Yied Desert with deep ties to Grannvale,  is now besieged by savage warriors from Isaach.  Reports of a brutal massacre abound.   
0x600f92	 The news is met by the people of Grannvale with furious cries for retribution,  and before long the kingdom declares war on Isaach.  Prince Kurth leads Grannvale`s charge on his father`s behalf,  commanding the military might of the kingdom`s six houses.  At Kurth`s side as always is none other than Lord Byron,  a highly decorated hero of peerless valor in his own right.  Grannvale has poured its entire military might into the Isaach campaign,  and precious few soldiers remain behind. With its neighbors -   
0x6011af	 Agustria to the west   
0x6011d9	 and Verdane to the south - bound in alliance with Grannvale,  none dare to dream they could ever be threatened.  
0x60125d	 It is not long at all, however, before the people`s confidence is shattered.  As if from nowhere, a vast horde from Verdane led by Prince Gandolf  crosses the Grannvale border and lays siege to Jungby Castle.  In Lord Ring`s absence, his daughter, Lady Aideen, is Jungby`s only guardian.  Lord Byron has entrusted the defense of Grannvale in his absence to his son,  Sigurd, who remains at Chalphy Castle with a mere handful of soldiers.  A friend of Aideen since childhood,   Sigurd is horrified to hear of the Jungby siege, and even with so few soldiers, is determined  to protect Aideen and his fatherland from the savage Verdanite hordes.  The year is 757, Grann calendar. And thus the threshold of fate is cast open.  Nobody could have known then that this simple disturbance was but the first of countless calamities to come.  
0x6015dc	    Milady, the castle is completely surrounded! We`ve failed you... We couldn`t do a thing to save you from them... It`s alright, Midir. ...Every one of you did the best you could do. Please, you needn`t worry about me. You must ensure that as many of you survive this as possible.   No, milady. We might not stand a chance, but every last one of us will give our lives to protect you, right to the very end. Thank you, Midir. ...I`m so sorry.  
0x6017af	    Gandolf`s army already has Jungby surrounded. Aideen is in grave danger!   Noish, I`m going to help her. I`m leaving Chalphy in your hands.  Hold, milord. Surely you don`t intend to go alone?   Nearly all of our forces are already on the march to Isaach with Father. There`s hardly anybody left to call upon.  They may be simple savages, but Verdane`s army is still huge. I can`t risk your lives by forcing you to face them. Perish the thought, milord! I was born a knight, and I will gladly risk dying a knight`s death in your name. To allow our lord to die alone in battle would be an unspeakable disgrace. We shall be by your side, every step of the way.  Alec, I trust you`re of the same mind?    Yeah, of course! But there`s more than just Jungby at stake. We`ve got to stop by the nearby villages first.  Those thugs`ll try to beat us to them, and they`ll loot, massacre, and burn them all down if they do.  We`ve gotta get there first, and lend the locals a hand in locking the villages down and fortifying their defenses.   Absolutely. We mustn`t neglect our knightly duties to the people, especially not at a time like this. Good point, Alec. Actually, that was all Oifey`s idea.  That kid`s every bit the tactician they say he is. Give him a few years and he`ll be a match for his old grandpa, Lord Cesare!   Oifey`s still around the castle, huh... Oifey! I know you`re here. You can come out now!   My apologies for still being here, sire. Still, if you would allow it, I`d like to join you in battle. I can`t just sit back while you risk your lives.    I don`t know... You`re still so young. Are you sure you`re ready for this?  I`m already fourteen, sire. I may not be battle-ready just yet, but there`s still so much I can do to support you. Please, allow me to accompany you. I swear I won`t let you down.    Fair enough, Oifey. After all, you`ve already spent two years training as my squire.  Real battlefield experience would be fantastic for your training, but you`re still definitely not up to actual combat duty for now.  How about you ride with me as my advisor instead?  Y-yes! Thank you, sire! Thank you!   Milord, what of the defense of Chalphy itself in our absence?   Leaving the castle unattended is risky. Should the enemy slip past us, an unguarded castle will fall easily and spell us a swift end.    Noish, I`d say there`s only one man who we can depend upon for that... Eh, Arden?   Hold on a moment! Why me, Alec?   Sturdy as a brick wall! Strong as an ox! Slow as a turtle! Face it, Arden, you were born for guard duty! Haha! Pah... I`m strong and tough, I know, but you really don`t need to call me slow!    He has a point, Arden. Would you? You`re the most apt at guard duty.  Sigh... Fine, I`ll do it. But you have to bring me with you at least once! I don`t want to be left out of the action.  Right, men, it`s time to set out. Let`s start by assisting the villages, and then it`s onward to Jungby! 
0x60239d	  You curs seriously haven`t seized this puny castle yet? Useless, the lot of you... Outta my way! I`ll do it myself! 
0x60241a	  Kehehe... You! Not bad for being here all on your lonesome, but I`ve had enough of your struggling! 
0x602487	  Urgh... Milady, I... Forgive me... 
0x6024b3	    Ah! Midir, I...  Well, well, looks like we have quite the gem here, and Jungby`s princess to boot! You`re coming home with me, dearie.    Listen up, DiMaggio. I`m heading back. You and Gerrard are in charge.   Er, yes, sir...  Hah, relax! Won`t be long, and I`ll be bringing Kinbaith`s lot along for the fun.  When I do, all Grannvale`s our oyster. Even Belhalla oughta be easy pickings, what with nobody around to stop us!  The kingdom`s all ours, boys!   Leave it to us, sir!  
0x6026b7	    Oi, quit your dawdling! We don`t have all day, y`know!  ...  
0x602708	    Cut the bridge! I`ll have none of those Grannvale worms crossing over here! Yes, sir.  
0x602773	    Oi, Gerrard. I`m going back to Marpha for now. You`re in charge of the border. Stay sharp, we clear? Yes, sir. But, er, your lordship... Who`s that there dame you have?  The spoils of war, m`boy! She`s coming back to Marpha to marry me. Whaddya think? A real keeper, eh? I`ll say! Just looking at her`s makin` me mouth water.   Back off! This one`s mine. You`ll have your pick of all Grannvale once we`re done here.  Keep it in your pants a little longer, yeah?   What animals... ...Gods above, I implore you, bestow upon these men a hint of human decency...  Oi, what`re you mumbling about now? We`re outta here. No dawdling, y`hear? 
0x602a15	  Get to work, boys! Our next stop`s Chalphy. Don`t forget to milk the villages for all they got! 
0x602a7e	    It looks like we made it in time, Lex.  Mm. And by the look of it, Sigurd`s staring down the entire Verdane army with just a handful of men! Bet he`ll be glad for the help! But geez, Azel, I can`t believe I let you drag me into yet another mess like this.   With the war in Isaach going on, there`s hardly anyone left to defend Grannvale.   Sigurd`s few knights are all we have, and they`re out here risking their lives on behalf of the entire country.  I couldn`t just leave them to die...  Heh... We both know there`s more to it than that. Come on, Azel. What`s the real reason we`re here?  Er... I... I have no idea what you mean!  It`s that Lady Aideen of Jungby, isn`t it? Come on, everybody knows you like her. You just came for her sake, didn`t you?  N-no! Of course not, you dolt!  Really? Then why`s your face beet-red? Looks like somebody`s got a giiiiiiirlfriend!   L-Lex, knock it off! Come on, we`ve wasted enough time.  Hahaha, got it. Time to teach these Verdanite thugs a lesson or two! 
0x602e8e	    Good, we aren`t too late. I pray Sigurd is still unhurt. Mm. I`m sure my brother`s doing just fine out here, but it won`t be easy without a magic user in his ranks. I want to do all I can as a healer to help out and save lives...   Quan, I`m sorry I dragged you into this mess as well...  I know Chalphy isn`t my family anymore, now that we`re married, but I couldn`t just sit back and do nothing.  Thank you so much for coming. Not just from me, but from Sigurd.   There`s no need for thanks, Ethlyn. Sigurd is every bit as important to me as he is you, remember?  He is my brother-in-law now, after all. ...And I couldn`t possibly leave you to fight all alone. Thank you, dear... Thank you so much...  Milord, milady, we should hurry. Lord Sigurd still awaits us on the battlefield just ahead. 
0x6031cf	    Sire, there`s a young knight collapsed over there!    Oh? ...That`s Midir! Midir, hold on! What happened here?   Unhh... You... ...Lord... Sigurd? Are you alright, Midir? Where`s Aideen?!  I... don`t know. But Gandolf... Gandolf... That`s all I need to hear. Midir, I`ll do all I can to rescue her. You stay here and rest up.  I can`t, sir. I`ve got to help! I can`t stand staying here, knowing those thugs still have her! 
0x60339b	  DiMaggio stuffed up, huh? Shoulda known he was worthless! Prince Gandolf`s not gonna like this.  Put the bridge back up, boys! We ain`t gonna blow it like DiMaggio! 
0x603449	  When His Majesty asked me to observe the battle, I hardly expected to see Chalphy struggle so against simple barbarians.  Sigurd... So this is all you`ve amounted to... 
0x6034fb	    It has been too long, Master Sigurd.  Lord Arvis?! Why are you-  His Majesty is concerned with the crisis here, and he bade me to come and observe.   He also entrusted me with this - a gift for you. This is... a silver sword! A gift from His Majesty? Oh, what an honor! Lord Arvis, be sure to pass my deepest gratitude for this onto the king!   Very well. Incidentally, Sigurd, rumor has it that my brother, Azel, is among your forces. I presume this is true? Mm, sorry about that. It sounded as if he came behind your back, but I couldn`t turn him away. If at all possible, would you mind if he remained with me for a while longer?   I see... So long as you keep him safe, then. He and I may have different mothers, but Azel is still my only brother.  I`d prefer if he remained by my side, but perhaps this is how it must be...   I`ll entrust Azel to you, Sigurd. Be sure that he learns from this experience.  You can leave it to me, Lord Arvis. Once we`re done here, I`ll do what I can to convince him to go home.  Good to hear it. Now, I must return to His Majesty`s side in the capital.  I`m entrusting this crisis to you, Sigurd. 
0x60398f	    It has been too long, Master Sigurd.  Lord Arvis?! Why are you-  His Majesty is concerned, and he bade me to come and observe.   He also entrusted me with this - a gift for you. This is... a silver sword! A gift from His Majesty? Oh, what an honor! Lord Arvis, be sure to pass my deepest gratitude for this onto the king!   Very well. Incidentally, Sigurd, rumor has it that my brother, Azel, is among your forces. I presume this is true? Oh, gods... Azel... He...  He`s dead, isn`t he? I`m so sorry, Arvis... I couldn`t do a thing to save him...  Oh, Azel... You careless fool... 
0x603bf9	    Sire, we`ve completed our search of the castle. Lady Aideen is nowhere to be found.  Blast... Where could she be?  She was most likely taken deeper into Verdane before we arrived. ...I hope she`s alright. Gah... I won`t let them get away with this... They can run, but until they surrender Aideen, they won`t escape me! 
0x603d52	    Sire, an envoy from His Majesty is seeking an audience with you.   Lord Sigurd, your performance in this battle was outstanding.  His Majesty is highly pleased, and has thus proclaimed your ordination as a paladin of the realm. I hardly deserve such an honor, sir! I pledge my undying fealty to His Majesty.  From here, it is imperative that you hold Evans.  We can ill afford to lose such a valuable defensive point to the enemy.   You and your men shall be handsomely paid for your service.  Provided, of course, that our territory survives unscathed.  Best of luck, Lord Sigurd. Grannvale expects every man to do his duty. 
0x603fe4	   Lord Sigurd! I`m so relieved to see you`re unharmed. Azel? Azel of Velthomer? What are you doing here?  I`m here with Lex. We want to do whatever we can to fight the Verdanite invasion.  Please, allow us to fight by your side. We won`t let you down! Of course! I couldn`t ask for better help. But what of your brother, Lord Arvis? Is he alright with you helping out?  No... He`s been tasked with command of the Royal Guard.   He made it clear that I wasn`t supposed to leave Belhalla at all.  Did he, now? I can only imagine the scolding that you`ll be in for later!  I know this is a dreadful thing to say, but to be honest, I`m terrified of Arvis...  Sometimes, when I`m around him, I... I feel as if I`m only a nuisance to him.  Is that right... Well, whatever your reasons, I`m just glad that you`re here, Azel. You`re more than welcome to stay for as long as you want.  Thank you, sir!    Wow, he`s just like all the rumors say! He`s nothing like Arvis...  
0x6043d3	   It`s been a while, huh, Lord Sigurd?  Lex! I take it you`re here to help as well?   Yeah, Azel dragged me into it. I swear, I can`t say no to that twerp!  Hahaha... You haven`t changed a bit, have you, Lex?  But what about your father, Lord Langbalt? Does he know you`ve come here?  Oh, hell no! You know as well as I how much my father loathes yours.  There`s no way he`d ever let me help House Chalphy, even if his life depended on it. I had to slip out behind his back.  Just so we`re clear, Sigurd, I`m not here for you. Azel`s my best friend, and he really wanted to help. That`s all. Heh. A bit harsh, but thanks for coming all the same. Any help is greatly appreciated.  Well, I`ll do what I can. Those Verdane dogs have had their run of our land for long enough! 
0x6046f5	   Sigurd! Glad to see you in one piece. Quan? What are you-  We heard about the Verdane attack and couldn`t just leave you be. We`re here to do what we can. But what about Leonster? Aren`t your hands full there, keeping an eye on Thracia?  Indeed. That`s why Finn is the only knight here with me.  The Lanzenritter are all back at home, under Father`s command.  Is that so... Quan, I`m sorry for pulling you into this mess, too. I know you`re-  Sorry? Surely you jest, Sigurd! Don`t you recall our old pledge? Hm?   Come now! How could you forget?  All those years ago, when we were students at the Belhalla academy?  You, me, and Eldigan. Dear friends and fierce rivals in equal measure?   Surely you recall that night, talking late about our hopes and dreams, and pledging our aid to one another in times of need? Ah, of course! I remember it well.   Excellent. Now, shall we? With both of us here, what hope could those Verdanite savages possibly have?  Never forget, Sigurd. I`m here for you, now and forever. I`ll not let you lose to these lowlives! 
0x604b3b	   Sigurd! Oh, you`re unharmed! It`s great to see you, too, Ethlyn. Thanks so much for coming.  I just couldn`t stay away when I heard of Verdane`s attacks... It`s such a relief to know you`re okay. Oh, come now. Did you really think I was about to lose to Verdane?  I`d heard that Chalphy barely has any soldiers left behind, given that most of the army is away in Isaach.  And let`s face it, I can`t remember the last time you didn`t just leap straight into a crisis without thinking.  With Father away at war... I knew I had to come. Someone has to save you from yourself, after all. Heh heh. Wow, it feels as if I was getting this very lecture only yesterday! I swear, after Mother passed away, it was you who single-handedly kept us in check.  Once you went off to marry Quan, we could`ve sworn that Father finally had a proper little lady for a daughter...  But no, nothing`s changed at all! I feel so sorry for Quan... Ahahaha!   Sigurd, I`m only what you and Father made me! If I`m a fusspot, then it`s squarely your fault!  Perhaps if the two of you hadn`t been so unkempt... Heh, perhaps you`re right. Listen, Ethlyn... We might not act like it, but everything you`ve done means the world to us. I`m so sorry for all the trouble I`ve always caused you... And thank you so much for coming.   Sigurd...  
0x60507e	    Sire, might I recommend stopping by the castle town once you`re rested?  To see you unharmed should help to calm and reassure your citizens. 
0x60511c	    Ethlyn! Are you alright?! We must get you home to rest for now. We can apologize to Sigurd later. Nnh... Sorry... 
0x6051a2	    Quan! Hold on! I hate to abandon Sigurd like this, but I`m taking you home to rest! Forgive me, Ethlyn... 
0x605220	  Oh, thank the gods! We`re saved! We can`t thank you enough!  Here - the whole village did their bit to raise some money for you. It`s not much, but we hope it helps out there.  Be sure to lend the other villages a hand, too. I bet they`ll be happy to help you out right back.  
0x60533e	  Pay attention, kid! Weapons aren`t created equal. See, swords best axes, axes best lances, and lances best swords.  This right here`s why you`ve gotta use your head before you blunder into battle.  Speaking of battle, if you ever find yourself hurting out there, a chapel is the best place to go.  It ain`t free, mind. Every bit of health you regain there`ll cost five gold pieces. But you can`t put a price on your health. 
0x6054ef	  Oh? You came to save us? I was so sure this was the end! Take this little trinket. It`s the least I can do.  They call it a speed ring. Slip this magic band on and you`ll be as nimble as a feather!  Go on, try her out! Your enemies`ll be too slow to hit you! 
0x6055fb	  The master archers of House Jungby all bear descent from the archery god, Ullur.   Our noble duke, Lord Ring, has twin daughters as well as a younger son.  Alas, the duke lost one of the girls to pirates, years and years ago... She was just a little lass...  Lady Aideen`s still here, but the son Lord Andri is away with his lord father on the Isaach campaign.  Rumor has it, though, that the two aren`t getting along well now that the boy`s grown... 
0x6057c7	  The lords of this land, House Chalphy, have been revered as most magnificent swordsmen for generations.  It`s no wonder, being that they bear the bloodline of Baldur, the god of light of old.   Those Verdane thugs are lucky Lord Byron isn`t around with his holy sword, Tyrfing. They wouldn`t stand a chance! 
0x605904	  C`mon, you Grannvale cowards! Come at me! I`ll crush the lot of you! 
0x605952	  Go to hell, you Grannvale dogs! 
0x60597b	    Oi, wait a sec! No bows, you coward! That ain`t a fair fight! Oh, shut up! Let Lady Aideen go! NOW! 
0x6059f3	 Sigurd`s capture of Evans Castle comes too late.  Aideen is not there, instead already well within Verdane`s borders.  
0x605a6c	 Verdane`s territory is blanketed in a thick sweep of forest.  
0x605aac	 The nation is widely dubbed a "barbarian kingdom" by Grannvale`s people,  owing to their constant raids on Grannvalian soil.  
0x605b2c	 However, the reign of King Batur has seen an end to Verdane`s infamous border raids.  A pacifist, King Batur has long worked to build a lasting peace with Grannvale,  while also keeping his aggressive sons appeased.  Ultimately, however, it was Batur himself who violated the peace he held so dear.  
0x605c67	 Batur`s three sons have unexpectedly launched an assault on Grannvale.  Kinbaith, the second son, lord of Genoa...  Gandolf, the eldest, lord of Marpha... And Jamke, the youngest of the three.  Lurking deep within Verdane territory, the three now await the arrival of Sigurd.  
0x605da5	 Aideen`s fate... Batur`s sudden belligerence...  Sprawling before Sigurd lie the great forests of Verdane -  and within them, the answers he seeks.  He prepares to take his first steps into the spirit forest of folklore...  
0x605e87	    You`re doing a fine job, soldier. I leave the border`s defenses to you. Yes, milord! 
0x605ef0	    Sigurd! It`s been a long time. Pray tell, why do I find you suddenly occupying Evans?  You couldn`t possibly be declaring war on Verdane, could you?  Eldigan! Am I glad to see you. Listen. The Verdanites have abducted Lady Aideen of Jungby. They`ve made it amply clear that they don`t plan on releasing her. Taking her back by force is our only option.   Ah, I see. That makes sense. Well, whatever you do, you cannot afford to leave Evans unattended.  My fellow Agustrian lords have been of a rancorous sort of late... Ah, I know. I`ll ensure they don`t threaten you from behind. I`m sorry to involve you in this as well. Say, Eldigan, once I`m done here, what do you say to a catch up? You, me, a fine bottle of wine... Just like old times.   Mm. I`m looking forward to it. I trust I`ll see you later, then. May luck be with you this day, Sigurd! 
0x60625c	    Listen up, Ayra! You know the deal. While I`m out, you guard the palace, right up to your very last breath.  Remember, first sign of funny business, and it`s the brat`s head.   Ayra! Ayra, I`ll be alright! Don`t give in to these thugs! Don`t let `em boss you around! Shanan...     Look, Kinbaith, you have my word. So long as you leave Shanan alone, you`ll have no trouble.  But I do wonder if, once this battle is over, you actually plan to return him to me.  Ahahahaha! You got nothing to worry about. If we get Evans back, you get him back. I understand. But be warned, Kinbaith: if you break your promise, you`ll deeply regret it. Cross me, and I will pursue you to the very depths of the inferno itself, till I take your head. Remember this well!   Wh-whoa, settle down there! I don`t believe it... Such a cute face, but you only use it to spew bile like that!  I`m not about to make an enemy outta someone with a sword arm as fine as yours. I can promise you that.    Shanan, sit tight. Be patient for just a bit longer.   Ayra, no! Don`t do it! Don`t go!   AYRA!! 
0x6066cd	  Feh... Right, boys, we`re moving out! We`re taking back Evans! 
0x606715	    Come on, Aideen! Take the brat and get out of here, and quickly!  You need to get as far away as you can before Gandolf finds out! Pardon me, Prince Jamke, but are you not joining us?  No. I won`t stand for my brothers` vile ways but I just won`t betray my father, either.  I`m going back to the capital. I`m going to try, one more time, to convince my father. You`re right... We must do all we can to to end this war as soon as possible. Prince Jamke, I would sooner not burden you alone, but you are our only hope to persuade King Batur to end this.   Aideeeeeeen! C`mon, hurry up!  We`re still in serious danger here. If they catch me this time, then Gandolf`ll rip my tongue out for sure!  Dew, you`re a thief. You got caught in the act. Any tongue rippings you get are your own fault. If Aideen hadn`t insisted on letting you go too, you`d still be sitting in chains. Now, what did you promise to do?   I know, I know. I promised Aideen, too. I`m washin` my hands of thievin` from now on. Can I go now? I`ll take your word for it. Now, go already!  
0x606b69	  Aideen... May we meet again. 
0x606b8f	  What?! Jamke let the broad go and went scurrying back to the capital?  Gah! Damn my rat of a brother!  Boys! We`re taking the wench and the brat back! If they put up a fight, kill `em if you have to! 
0x606c60	  Oi, oi, oi! What do you lot think you`re doing out there!? The rest of you, get out there and fight! Now!  Don`t let them touch the castle! 
0x606cf5	  So it`s finally time... Woe be to all who cross me! 
0x606d32	    Sire, we`ve found this young boy in the dungeon.   ... What`s the matter? Why are you silent? I want to know why you were held here.  You`re not one of Kinbaith`s lot... Are you? We`ve dealt with Kinbaith. There`s nothing to be afraid of anymore.  Oh! So Ayra doesn`t have to keep fighting!  My Auntie Ayra was forced to fight `cause Kinbaith had me! Please! You`ve got to help her! That swordswoman? Huh. I thought there was something amiss about her... Very well! I`ll let her know that you`re safe. Now, what`s your name?   Shanan. ...I`m Shanan, the prince of Isaach... Isaach`s prince, you say... I can barely begin to imagine what you`ve been through, Shanan. For now, though, you`re welcome to stay with our army.  Don`t worry. One day, you`ll make it home. I`ll do all I can to ensure that.   Pardon me, sire, but we`re currently at war with Isaach.  If we`re going to harbor its prince, shouldn`t we inform the king? He`s a child, Oifey. That war has nothing to do with him. I`ll find a way to get him home safely, but for now, we need to look after him.   Understood, sire.    Just as I thought... Lord Sigurd really is such a kind man... 
0x6071f3	    Sire, we`ve found this young boy in the dungeon.    Who are you? What`s your name?  I-I`m Shanan... Prince Shanan of Isaach... You`re not one of Kinbaith`s lot... Are you? Isaach`s prince?! ...Er, forgive me. I am Sigurd, a paladin of Grannvale. We`ve defeated Prince Kinbaith. You`re safe now.   Really?! Then Ayra doesn`t have to fight anymore!  My Aunt Ayra was forced to fight `cause Kinbaith had me! Come on, we`ve gotta tell her! Ayra? That swordswoman out there? ...Oh. Oh no...  It... It can`t be... She`s dead? ...You killed Aunt Ayra?! I`m so sorry, Shanan... If I had known, I would`ve done all I could to help her...  Ayra...    Oifey, could you take care of Shanan for a while? Try to help him calm down a bit.   Pardon me, sire, but we`re currently at war with Isaach.  If we`re going to harbor its prince, shouldn`t we inform the king? He`s a child, Oifey. That war has nothing to do with him. I`ll find a way to get him home safely, but for now, we need to look after him.   Understood, sire.    Just as I thought... Lord Sigurd really is such a kind man... 
0x607664	  Genoa has fallen to Grannvale?! No! I... I must get to Shanan! 
0x6076ac	  Shanan isn`t here?! No... The Grannvalians must have him. Those fiends... They won`t live to regret it! 
0x60771d	  Tch. Does Grannvale really think it can just waltz into Verdane with such a tiny force? How adorable.  Men, here`s our chance. Evans is ripe for the plucking, then it`s straight for the Grannvale border! 
0x6077f2	  Is that... No! That`s the Heirhein army! Lord Eldigan won`t like this... 
0x607844	  What`s this? Heirhein`s army is marching on Evans?!  Ugh... I should`ve known Elliot just couldn`t keep his nose out of this. Take care of the castle, Raquesis.    Sigurd is in dire need of my help.   Of course, brother. Please, do all you can to help Sir Sigurd. Right! Cross Knights, move out! Our foe is the Heirhein army. I don`t expect a challenge, but stay alert nonetheless! 
0x6079d6	    Elliot! Ambushing them like a common thief, are you? A cowardly act, ill befitting the honor of a knight!  Withdraw immediately, or I will take action. We both know you`re no match for me. What`s this? Eldigan?! I should`ve known you would side with Grannvale!  In doing this you are crossing not just Grannvale, nor me, but your very liege!  We bow to the reverent King Imca, who desires only peace with Grannvale. Would you truly cross His Majesty? You fool! Only you would still seriously heed that senile old fool`s word. The lords of Agustria are united against both Grannvale and any peace with them!   Wrong, for I will not stand with you! Agustria cannot afford the crippling tolls of war, and nor can Grannvale.  Our past stands as a testament to this. Learn well, Elliot: we, the nobility, know not the suffering brought by war.  War cripples only the powerless, our subjects. I will not abide your lust for glory at the expense of our people! A pretty little speech, but that won`t save you now. I knew all along: you and I were always fated to clash, Eldigan! Today, we settle this, once and for all! Men, the enemy is now House Nordion! I want Eldigan`s head on a platter! 
0x607e98	  Elliot has fled? Very well. Leave him to lick his wounds. We`re done here. Withdraw! 
0x607ef6	    N-no! Please, let go of me! Heh heh... What`s the matter? C`mon, I`m just askin` for a little date.  I need to go home, sir. I ask of you, please, pay me no mind! Shaddup! Keep up your yappin` and you`ll regret it!   What`s going on here? Let the girl go. What`s your problem!? This one`s- ...Urgh! You`re not that Grannvale paladin, are you?  You understand the situation?  Then be on your way. There are none I loathe more than your kind.  The girl has given you her answer. Now, leave her be and get out of my sight! Yeah... Yeah, got it... My bad, missy.  I was just teasin`, is all. Sorry. I`ll be off now...    Are you alright? Y-yes... Thank you, Sir Sigurd.  Hm? You know of me? Yes. I met a woman named Aideen not long ago in this castle, and...  She spoke of me. She did. I knew from the moment I laid eyes on you: You are in every way the man I had imagined...  May I... ask for your name? ...I`m sorry, but... ...I... I must go.  Wait! Please, I just want to talk for a little longer-- ...I am truly sorry. I am glad we could meet, even once...  What? What do you mean?  Please, wait!   ...Ah. 
0x608398	    Lord Sigurd, is it? What`s the matter? Oh... You must be the town elder! That woman who ran off just now... Do you know who she is?  Ahh, of course. That woman is called Deirdre. She is a priestess of the spirit forest. Deirdre... She`s beautiful...  Ohoho, even a refined man like you can`t resist being charmed by her ilk! Could it be love at first sight? Hoho... Sir, please. Don`t tease me. And yet... I`ve never seen anybody so beautiful before. I... I need to see her again.  Alas, sir, for it cannot be so. The folk of the spirit forest staunchly refuse to partake in the world beyond their woods.  Furthermore, that girl and members of her clan are forbidden from ever liasing with men.  Village lore dictates that should this ever happen, calamity would befall the world.  You have no choice, sir. Resign yourself of that girl. What superstitious nonsense! That poor girl... Deirdre... we must meet again. 
0x60874b	    Father, this is absurd! Why do you still refuse to listen to me?  My brothers already have fallen, and it`s only a matter of time before they come for the capital as well.  The Grannvale commander, Sir Sigurd, is a good man. Please, end the war while you still can! I... allowed Gandolf`s raid only because I`d been told that Grannvale would surely come to invade us first. Never did I intend for a war like this.   It was that sorcerer, Sandima, who told you that, wasn`t it?  You, Kinbaith, and Gandolf trusted him too readily. You`ve all been deceived!    Now, now, Prince Jamke. That`s enough of that.  Your duty as prince is to lead your men into the fray. Dawdling in a place like this would be deeply troublesome of you.   Argh! Damn you, Sandima!  That`s enough, Jamke. Listen to Sandima. Go. Lead your men into the fray.  Father! ...Very well. If you won`t change your mind, even now, then... I`ll see this through as well.  But be warned. Should I return victorious, Sandima, I`ll allow you to live no longer! 
